type,amount,oldbalanceOrg,newbalanceOrig,isFraud
CASH_OUT,24366.07,24366.07,0.0,1
CASH_OUT,26768.5,26768.5,0.0,1
TRANSFER,116206.62,42498.0,0.0,0
CASH_OUT,3227.06,3227.06,0.0,1
CASH_OUT,266257.0,237353.0,0.0,0
CASH_OUT,264986.56,0.0,0.0,0
CASH_OUT,741277.85,741277.85,0.0,1
TRANSFER,607077.41,61924.0,0.0,0
PAYMENT,13174.85,44426.29,31251.45,0
PAYMENT,8263.97,0.0,0.0,0
CASH_IN,97695.18,5525599.66,5623294.83,0
TRANSFER,475693.24,475693.24,0.0,1
CASH_OUT,915672.67,915672.67,0.0,1
CASH_OUT,326884.31,326884.31,0.0,1
CASH_OUT,181939.43,0.0,0.0,0
CASH_IN,491110.31,3066360.53,3557470.84,0
TRANSFER,37974.85,37974.85,0.0,1
CASH_OUT,23598.62,524270.71,500672.1,0
CASH_OUT,3735525.0,3735525.0,0.0,1
TRANSFER,2059980.16,2059980.16,0.0,1
TRANSFER,1110864.36,65485.0,0.0,0
CASH_OUT,336385.57,157729.0,0.0,0
CASH_OUT,18471.55,18471.55,0.0,1
TRANSFER,1572350.16,10212.55,0.0,0
PAYMENT,6236.78,0.0,0.0,0
TRANSFER,261742.96,261742.96,0.0,1
TRANSFER,539087.79,539087.79,0.0,1
TRANSFER,19472.0,19472.0,0.0,1
TRANSFER,102371.12,102371.12,0.0,1
TRANSFER,1319703.76,1319703.76,0.0,1
CASH_OUT,470922.15,470922.15,0.0,1
DEBIT,2331.5,30059.0,27727.5,0
CASH_OUT,3642569.29,3642569.29,0.0,1
CASH_OUT,3512572.72,3512572.72,0.0,1
CASH_IN,181598.09,222576.0,404174.09,0
PAYMENT,10533.93,22478.0,11944.07,0
CASH_OUT,76837.97,504346.08,427508.11,0
CASH_OUT,157610.11,157610.11,0.0,1
CASH_OUT,6311409.28,6311409.28,0.0,1
TRANSFER,2740879.15,2740879.15,0.0,1
TRANSFER,459.38,459.38,0.0,1
TRANSFER,256705.68,256705.68,0.0,1
PAYMENT,17290.15,0.0,0.0,0
CASH_OUT,6324299.91,6324299.91,0.0,1
CASH_OUT,7748802.0,7748802.0,0.0,1
CASH_OUT,325470.07,325470.07,0.0,1
CASH_OUT,308803.26,32383.0,0.0,0
CASH_IN,298490.64,9135091.75,9433582.38,0
CASH_OUT,843174.04,843174.04,0.0,1
PAYMENT,18775.35,0.0,0.0,0
TRANSFER,2540410.33,2540410.33,0.0,1
PAYMENT,6755.08,0.0,0.0,0
CASH_OUT,2222544.0,2222544.0,0.0,1
TRANSFER,3572736.74,3572736.74,0.0,1
TRANSFER,1016081.0,1016081.0,0.0,1
PAYMENT,7609.36,32673.71,25064.34,0
CASH_OUT,10000000.0,10000000.0,0.0,1
DEBIT,3599.33,0.0,0.0,0
CASH_IN,158530.85,6367650.24,6526181.08,0
CASH_OUT,38138.26,7265.0,0.0,0
CASH_OUT,582725.12,582725.12,0.0,1
CASH_OUT,8980853.88,8980853.88,0.0,1
CASH_OUT,2709729.22,2709729.22,0.0,1
TRANSFER,639991.03,639991.03,0.0,1
CASH_IN,195371.86,3079170.43,3274542.28,0
CASH_OUT,146127.1,146127.1,0.0,1
TRANSFER,202263.03,202263.03,0.0,1
PAYMENT,22052.22,180258.97,158206.75,0
CASH_OUT,126794.82,19654.0,0.0,0
PAYMENT,24408.02,109241.0,84832.98,0
CASH_IN,145425.18,1142544.02,1287969.2,0
TRANSFER,150245.05,150245.05,0.0,1
PAYMENT,28867.55,130822.2,101954.65,0
CASH_OUT,3049753.79,3049753.79,0.0,1
CASH_OUT,3890627.92,3890627.92,0.0,1
CASH_OUT,171444.48,22407.0,0.0,0
CASH_OUT,990630.25,990630.25,0.0,1
PAYMENT,2971.83,0.0,0.0,0
TRANSFER,934314.89,934314.89,0.0,1
TRANSFER,160088.68,160088.68,0.0,1
CASH_OUT,2329379.8,2329379.8,0.0,1
PAYMENT,2895.93,0.0,0.0,0
TRANSFER,3164437.16,0.0,0.0,0
CASH_OUT,77420.16,194760.0,117339.84,0
PAYMENT,6546.08,17075.0,10528.92,0
CASH_IN,130628.48,249.0,130877.48,0
TRANSFER,591766.42,591766.42,0.0,1
CASH_OUT,1627389.26,1627389.26,0.0,1
CASH_OUT,2654302.46,2654302.46,0.0,1
PAYMENT,402.49,205273.0,204870.51,0
CASH_IN,135968.78,75092.0,211060.78,0
TRANSFER,6183238.55,6183238.55,0.0,1
TRANSFER,1889351.63,1889351.63,0.0,1
TRANSFER,173668.46,173668.46,0.0,1
TRANSFER,52557.21,52557.21,0.0,1
PAYMENT,9203.28,0.0,0.0,0
CASH_OUT,31581.4,118217.0,86635.6,0
CASH_OUT,489944.93,489944.93,0.0,1
TRANSFER,13172.17,13172.17,0.0,1
CASH_OUT,7927.06,7927.06,0.0,1
PAYMENT,4010.86,0.0,0.0,0
CASH_OUT,232185.56,232185.56,0.0,1
TRANSFER,1350574.58,1350574.58,0.0,1
CASH_IN,123438.47,10595.0,134033.47,0
CASH_OUT,121543.83,121543.83,0.0,1
TRANSFER,2913787.08,2913787.08,0.0,1
CASH_OUT,104872.59,0.0,0.0,0
TRANSFER,574709.63,574709.63,0.0,1
CASH_OUT,232842.81,0.0,0.0,0
PAYMENT,8656.36,0.0,0.0,0
CASH_IN,44864.59,11030.0,55894.59,0
CASH_OUT,296130.61,0.0,0.0,0
CASH_OUT,398219.08,398219.08,0.0,1
TRANSFER,766151.45,766151.45,0.0,1
CASH_OUT,323535.36,40830.0,0.0,0
CASH_OUT,2625132.51,2625132.51,0.0,1
CASH_OUT,314766.63,0.0,0.0,0
PAYMENT,366.15,30043.0,29676.85,0
TRANSFER,3571807.73,3571807.73,0.0,1
TRANSFER,188854.39,188854.39,0.0,1
CASH_OUT,417129.11,417129.11,0.0,1
CASH_IN,143394.32,17208916.91,17352311.23,0
CASH_OUT,297734.65,10674.0,0.0,0
PAYMENT,4984.82,0.0,0.0,0
CASH_OUT,1262207.3,1262207.3,0.0,1
TRANSFER,1220.8,1220.8,0.0,1
TRANSFER,199878.85,199878.85,0.0,1
CASH_OUT,476890.47,476890.47,0.0,1
TRANSFER,1425802.24,1425802.24,0.0,1
CASH_OUT,185510.21,185510.21,0.0,1
PAYMENT,14117.28,60649.0,46531.72,0
CASH_OUT,262966.07,30404.0,0.0,0
CASH_OUT,25396.72,0.0,0.0,0
PAYMENT,50257.63,0.0,0.0,0
CASH_IN,170049.01,10400562.23,10570611.24,0
TRANSFER,24366.07,24366.07,0.0,1
PAYMENT,11914.15,80134.0,68219.85,0
TRANSFER,1536733.52,1536733.52,0.0,1
PAYMENT,748.86,35512.0,34763.14,0
CASH_OUT,7381.24,0.0,0.0,0
TRANSFER,42513.08,42513.08,0.0,1
TRANSFER,37100.29,37100.29,0.0,1
PAYMENT,2913.06,61346.0,58432.94,0
CASH_OUT,37394.15,37394.15,0.0,1
TRANSFER,511259.05,511259.05,0.0,1
CASH_OUT,214793.32,214793.32,0.0,1
TRANSFER,266836.35,266836.35,0.0,1
CASH_IN,49705.64,735.0,50440.64,0
CASH_OUT,3947541.37,3947541.37,0.0,1
PAYMENT,441.3,0.0,0.0,0
TRANSFER,1265379.37,1265379.37,0.0,1
CASH_OUT,18887.0,18887.0,0.0,1
PAYMENT,4651.33,118829.32,114177.99,0
TRANSFER,181543.89,181543.89,0.0,1
PAYMENT,6469.31,0.0,0.0,0
CASH_OUT,73979.01,162.0,0.0,0
TRANSFER,30521.02,30521.02,0.0,1
CASH_IN,205529.54,1223030.76,1428560.31,0
TRANSFER,2559220.8,4055.0,0.0,0
TRANSFER,711357.37,31173.0,0.0,0
TRANSFER,78741.64,78741.64,0.0,1
CASH_OUT,93025.33,0.0,0.0,0
PAYMENT,19667.29,0.0,0.0,0
CASH_OUT,379057.93,379057.93,0.0,1
CASH_IN,323030.65,69635.0,392665.65,0
CASH_OUT,844348.52,844348.52,0.0,1
TRANSFER,377919.58,377919.58,0.0,1
CASH_OUT,50264.74,50816.0,551.26,0
TRANSFER,99316.36,99316.36,0.0,1
CASH_OUT,206943.24,2808.0,0.0,0
CASH_OUT,326250.51,326250.51,0.0,1
TRANSFER,285294.11,285294.11,0.0,1
CASH_IN,164452.18,2420800.0,2585252.18,0
PAYMENT,26467.85,1736.0,0.0,0
CASH_OUT,1529614.71,1529614.71,0.0,1
PAYMENT,4374.92,55147.26,50772.34,0
CASH_OUT,99808.45,99808.45,0.0,1
PAYMENT,5936.15,114502.94,108566.79,0
TRANSFER,16514.64,16514.64,0.0,1
TRANSFER,1025082.07,1025082.07,0.0,1
CASH_OUT,2498837.82,2498837.82,0.0,1
PAYMENT,416.9,19814.0,19397.1,0
TRANSFER,6669495.34,6669495.34,0.0,1
TRANSFER,10000000.0,19228514.1,9228514.1,1
PAYMENT,3706.11,3710.17,4.05,0
CASH_OUT,238812.75,27176.0,0.0,0
TRANSFER,34839.32,34839.32,0.0,1
CASH_OUT,389275.23,389275.23,0.0,1
CASH_OUT,591032.52,591032.52,0.0,1
TRANSFER,1828.6,1828.6,0.0,1
CASH_OUT,402740.07,12027.0,0.0,0
CASH_OUT,4438931.81,4438931.81,0.0,1
CASH_OUT,4758180.79,4758180.79,0.0,1
CASH_OUT,723915.85,723915.85,0.0,1
TRANSFER,401529.35,401529.35,0.0,1
PAYMENT,9541.54,303299.1,293757.56,0
CASH_IN,273616.32,20482636.82,20756253.13,0
CASH_OUT,51725.86,51725.86,0.0,1
PAYMENT,35408.59,136866.65,101458.06,0
TRANSFER,906270.63,906270.63,0.0,1
CASH_OUT,7445820.78,7445820.78,0.0,1
PAYMENT,17357.42,30955.0,13597.58,0
TRANSFER,48734.24,48734.24,0.0,1
CASH_IN,130409.71,21530.0,151939.71,0
CASH_OUT,411566.7,411566.7,0.0,1
TRANSFER,175313.96,175313.96,0.0,1
TRANSFER,17051.69,17051.69,0.0,1
CASH_OUT,17500.77,52686.63,35185.86,0
CASH_IN,31873.27,13403847.47,13435720.74,0
CASH_OUT,10000000.0,10000000.0,0.0,1
PAYMENT,9720.89,21491.0,11770.11,0
TRANSFER,45758.71,45758.71,0.0,1
TRANSFER,2109967.47,2109967.47,0.0,1
CASH_OUT,324369.21,0.0,0.0,0
TRANSFER,1102133.9,1102133.9,0.0,1
PAYMENT,8276.08,30720.0,22443.92,0
PAYMENT,27778.67,0.0,0.0,0
TRANSFER,814321.83,0.0,0.0,0
TRANSFER,1814483.97,1814483.97,0.0,1
TRANSFER,166891.51,166891.51,0.0,1
CASH_OUT,10000000.0,10000000.0,0.0,1
CASH_IN,62859.74,53496.0,116355.74,0
TRANSFER,634385.97,634385.97,0.0,1
CASH_OUT,7239986.95,7239986.95,0.0,1
TRANSFER,434401.5,434401.5,0.0,1
CASH_OUT,154261.12,0.0,0.0,0
PAYMENT,29265.73,5361.51,0.0,0
CASH_OUT,156826.61,31100.0,0.0,0
TRANSFER,276253.24,276253.24,0.0,1
CASH_OUT,113154.51,2847.15,0.0,0
CASH_OUT,158962.89,21983.0,0.0,0
TRANSFER,3606943.31,3606943.31,0.0,1
CASH_OUT,1143937.73,1143937.73,0.0,1
CASH_OUT,24950.28,11261.0,0.0,0
CASH_OUT,1636403.22,1636403.22,0.0,1
CASH_OUT,373322.87,373322.87,0.0,1
CASH_OUT,3354200.39,3354200.39,0.0,1
PAYMENT,5779.32,0.0,0.0,0
CASH_OUT,134478.63,0.0,0.0,0
CASH_OUT,323708.61,90829.0,0.0,0
PAYMENT,6868.7,2423087.54,2416218.84,0
CASH_OUT,49210.21,49210.21,0.0,1
TRANSFER,149279.69,149279.69,0.0,1
CASH_OUT,151105.97,151105.97,0.0,1
TRANSFER,32671.88,32671.88,0.0,1
CASH_IN,17175.62,440472.95,457648.57,0
PAYMENT,9324.46,0.0,0.0,0
CASH_OUT,321121.98,558.0,0.0,0
CASH_OUT,122101.57,0.0,0.0,1
PAYMENT,12256.93,11274.0,0.0,0
CASH_OUT,1335959.76,1335959.76,0.0,1
PAYMENT,17636.61,52822.0,35185.39,0
TRANSFER,368973.39,368973.39,0.0,1
CASH_OUT,215013.3,215013.3,0.0,1
TRANSFER,4720554.95,4720554.95,0.0,1
PAYMENT,10688.92,339552.66,328863.74,0
CASH_IN,183706.18,81274.0,264980.18,0
TRANSFER,357824.01,357824.01,0.0,1
CASH_OUT,10000000.0,10000000.0,0.0,1
TRANSFER,401820.49,21298.0,0.0,0
CASH_OUT,181993.28,24528.0,0.0,0
CASH_OUT,139563.61,220549.86,80986.25,0
CASH_OUT,638693.49,638693.49,0.0,1
CASH_OUT,89014.32,89014.32,0.0,1
CASH_OUT,246969.56,0.0,0.0,0
CASH_OUT,219489.62,219489.62,0.0,1
TRANSFER,153870.09,153870.09,0.0,1
PAYMENT,3939.93,7860.47,3920.53,0
CASH_IN,107651.06,13648.0,121299.06,0
CASH_OUT,56134.47,0.0,0.0,0
TRANSFER,489514.32,489514.32,0.0,1
PAYMENT,35991.38,90834.0,54842.62,0
TRANSFER,1065787.82,1065787.82,0.0,1
TRANSFER,657402.02,18865.0,0.0,0
CASH_OUT,209567.65,27769.26,0.0,0
CASH_OUT,49185.49,935.0,0.0,0
PAYMENT,13834.09,0.0,0.0,0
TRANSFER,803441.31,803441.31,0.0,1
CASH_OUT,181083.18,0.0,0.0,0
CASH_OUT,401281.82,15045.0,0.0,0
CASH_OUT,48214.78,47305.0,0.0,0
CASH_OUT,44482.33,44482.33,0.0,1
TRANSFER,269187.87,269187.87,0.0,1
PAYMENT,7009.7,79160.64,72150.94,0
CASH_IN,48201.49,14701214.94,14749416.43,0
PAYMENT,12655.38,419873.19,407217.81,0
CASH_IN,120388.14,2035094.84,2155482.98,0
PAYMENT,894.04,56673.0,55778.96,0
TRANSFER,2406332.79,2406332.79,0.0,1
CASH_OUT,155799.82,155799.82,0.0,1
TRANSFER,1409248.64,1409248.64,0.0,1
PAYMENT,22239.02,24758.0,2518.98,0
CASH_OUT,327791.14,327791.14,0.0,1
CASH_OUT,629958.0,629958.0,0.0,1
PAYMENT,11934.92,0.0,0.0,0
CASH_OUT,834592.4,834592.4,0.0,1
TRANSFER,210525.95,210525.95,0.0,1
CASH_OUT,9960382.4,9960382.4,0.0,1
CASH_OUT,263401.81,263401.81,0.0,1
CASH_OUT,205200.83,90439.0,0.0,0
CASH_OUT,574588.22,574588.22,0.0,1
CASH_OUT,878034.02,878034.02,0.0,1
TRANSFER,61756.82,61756.82,0.0,1
CASH_OUT,29707.86,29707.86,0.0,1
CASH_OUT,781.93,781.93,0.0,1
PAYMENT,17781.54,0.0,0.0,0
CASH_IN,80269.23,3540893.77,3621163.0,0
TRANSFER,950766.15,950766.15,0.0,1
CASH_OUT,2046684.58,2046684.58,0.0,1
TRANSFER,2684142.41,2684142.41,0.0,1
PAYMENT,11939.91,0.0,0.0,0
CASH_OUT,20495.46,0.0,0.0,0
CASH_OUT,83825.23,1285.0,0.0,0
PAYMENT,1501.47,14087.0,12585.53,0
CASH_IN,133901.95,6943342.32,7077244.28,0
PAYMENT,2610.72,60494.0,57883.28,0
CASH_OUT,1159831.33,1159831.33,0.0,1
CASH_OUT,37494.48,0.0,0.0,0
TRANSFER,964544.37,964544.37,0.0,1
TRANSFER,277485.25,277485.25,0.0,1
CASH_OUT,6721321.33,6721321.33,0.0,1
CASH_OUT,39525.63,39525.63,0.0,1
CASH_OUT,459.38,459.38,0.0,1
CASH_OUT,312579.54,0.0,0.0,0
CASH_OUT,42418.85,42418.85,0.0,1
PAYMENT,15939.67,82173.0,66233.33,0
TRANSFER,87438.83,87438.83,0.0,1
CASH_OUT,1760061.57,1760061.57,0.0,1
TRANSFER,22402.21,22402.21,0.0,1
TRANSFER,915266.65,915266.65,0.0,1
CASH_OUT,251152.15,0.0,0.0,0
TRANSFER,344593.56,14460.0,0.0,0
TRANSFER,1057053.6,1057053.6,0.0,1
TRANSFER,244312.69,244312.69,0.0,1
TRANSFER,306675.37,306675.37,0.0,1
TRANSFER,123194.95,79466.45,0.0,1
TRANSFER,254773.22,254773.22,0.0,1
CASH_OUT,98950.51,0.0,0.0,0
TRANSFER,1610110.66,1610110.66,0.0,1
PAYMENT,5391.03,21515.0,16123.97,0
CASH_OUT,104436.53,42057.0,0.0,0
CASH_OUT,423885.54,0.0,0.0,0
TRANSFER,394886.13,394886.13,0.0,1
TRANSFER,9811104.49,9811104.49,0.0,1
TRANSFER,661558.27,661558.27,0.0,1
CASH_OUT,16285.09,101517.0,85231.91,0
CASH_OUT,10000000.0,10000000.0,0.0,1
CASH_OUT,106434.23,106434.23,0.0,1
CASH_OUT,596127.11,596127.11,0.0,1
CASH_OUT,148215.2,0.0,0.0,0
CASH_OUT,18674.74,5556.0,0.0,0
CASH_OUT,577301.73,577301.73,0.0,1
CASH_IN,225686.53,1916210.02,2141896.55,0
CASH_OUT,626195.24,626195.24,0.0,1
CASH_OUT,233199.29,1191.0,0.0,0
CASH_OUT,1048388.34,1048388.34,0.0,1
TRANSFER,7922.98,7922.98,0.0,1
TRANSFER,1187111.39,30566.0,0.0,0
PAYMENT,3064.14,0.0,0.0,0
CASH_OUT,83079.67,10210.0,0.0,0
PAYMENT,26753.67,204978.58,178224.91,0
TRANSFER,414973.48,414973.48,0.0,1
CASH_OUT,13381.15,0.0,0.0,0
CASH_OUT,351163.66,124414.0,0.0,0
CASH_OUT,210952.24,210952.24,0.0,1
CASH_OUT,484772.73,484772.73,0.0,1
CASH_OUT,152843.06,32012.0,0.0,0
CASH_OUT,346374.54,346374.54,0.0,1
CASH_OUT,42513.08,42513.08,0.0,1
CASH_IN,324755.68,20187.0,344942.68,0
CASH_IN,445733.79,4513.0,450246.79,0
TRANSFER,626673.66,626673.66,0.0,1
CASH_OUT,6174385.48,6174385.48,0.0,1
TRANSFER,163294.35,163294.35,0.0,1
CASH_OUT,580010.03,580010.03,0.0,1
TRANSFER,75708.87,75708.87,0.0,1
CASH_OUT,2485467.28,2485467.28,0.0,1
CASH_OUT,5241.05,0.0,0.0,0
CASH_OUT,155964.65,0.0,0.0,0
TRANSFER,10000000.0,10536624.41,536624.41,1
PAYMENT,23380.81,59932.42,36551.61,0
TRANSFER,1301090.39,1301090.39,0.0,1
TRANSFER,369448.2,369448.2,0.0,1
CASH_OUT,202979.57,5548.0,0.0,0
TRANSFER,39854.94,0.0,0.0,0
PAYMENT,10790.97,0.0,0.0,0
CASH_OUT,188373.18,128661.0,0.0,0
PAYMENT,24530.34,304.0,0.0,0
CASH_OUT,960196.16,960196.16,0.0,1
CASH_OUT,110069.85,191613.54,81543.69,0
CASH_OUT,113774.74,36852.0,0.0,0
CASH_OUT,498747.55,498747.55,0.0,1
CASH_IN,274955.57,6907283.36,7182238.93,0
CASH_OUT,53455.19,0.0,0.0,0
PAYMENT,3971.09,0.0,0.0,0
TRANSFER,214501.47,0.0,0.0,0
PAYMENT,4582.98,0.0,0.0,0
CASH_OUT,234654.07,0.0,0.0,0
CASH_OUT,378688.65,378688.65,0.0,1
CASH_OUT,887941.44,887941.44,0.0,1
TRANSFER,1309940.05,1309940.05,0.0,1
CASH_OUT,235238.66,235238.66,0.0,1
CASH_OUT,231483.47,21191.0,0.0,0
TRANSFER,7068115.67,7068115.67,0.0,1
CASH_OUT,429919.54,164633.0,0.0,0
TRANSFER,342675.47,342675.47,0.0,1
CASH_OUT,124311.57,124311.57,0.0,1
CASH_OUT,198874.31,0.0,0.0,0
PAYMENT,8674.37,514752.54,506078.18,0
CASH_IN,217065.18,7377898.95,7594964.13,0
CASH_OUT,94716.58,23759.0,0.0,0
PAYMENT,6600.28,235480.5,228880.22,0
PAYMENT,26850.51,0.0,0.0,0
CASH_OUT,398724.6,398724.6,0.0,1
TRANSFER,2562459.56,2562459.56,0.0,1
TRANSFER,2708906.59,2708906.59,0.0,1
PAYMENT,4358.17,0.0,0.0,0
TRANSFER,125146.75,125146.75,0.0,1
CASH_OUT,326221.77,20764.0,0.0,0
TRANSFER,233699.25,233699.25,0.0,1
TRANSFER,282018.0,282018.0,0.0,1
CASH_OUT,38432.33,0.0,0.0,0
CASH_OUT,142273.52,3543.0,0.0,0
TRANSFER,242179.39,242179.39,0.0,1
TRANSFER,25975.86,25975.86,0.0,1
PAYMENT,7497.53,0.0,0.0,0
TRANSFER,4738282.28,4738282.28,0.0,1
CASH_OUT,223041.8,0.0,0.0,0
CASH_OUT,278333.41,149400.0,0.0,0
PAYMENT,7948.24,0.0,0.0,0
TRANSFER,1871553.73,1871553.73,0.0,1
CASH_OUT,48906.97,50198.0,1291.03,0
CASH_OUT,401529.35,401529.35,0.0,1
TRANSFER,458361.83,458361.83,0.0,1
TRANSFER,10000000.0,12626957.79,2626957.79,1
TRANSFER,158279.4,158279.4,0.0,1
CASH_OUT,96549.98,60105.0,0.0,0
TRANSFER,351268.75,351268.75,0.0,1
CASH_OUT,352337.62,325660.0,0.0,0
CASH_IN,226513.34,176656.0,403169.34,0
TRANSFER,47061.52,47061.52,0.0,1
CASH_OUT,15177.97,15177.97,0.0,1
CASH_OUT,97605.68,494209.56,396603.88,0
TRANSFER,404403.11,0.0,0.0,0
PAYMENT,8584.99,22080.0,13495.01,0
CASH_IN,290448.64,49671.0,340119.64,0
TRANSFER,4841332.26,4841332.26,0.0,1
CASH_OUT,241447.08,0.0,0.0,0
TRANSFER,164519.7,164519.7,0.0,1
CASH_OUT,189316.17,21080.0,0.0,0
TRANSFER,50523.78,50523.78,0.0,1
TRANSFER,6274752.67,6274752.67,0.0,1
CASH_OUT,22025.14,22025.14,0.0,1
PAYMENT,9874.15,0.0,0.0,0
TRANSFER,21323.28,21323.28,0.0,1
TRANSFER,102945.99,102945.99,0.0,1
TRANSFER,6501303.14,6501303.14,0.0,1
PAYMENT,17515.46,0.0,0.0,0
CASH_OUT,85125.42,0.0,0.0,0
CASH_IN,259813.4,51708.0,311521.4,0
CASH_OUT,140419.53,371012.55,230593.03,0
TRANSFER,1764389.11,1764389.11,0.0,1
CASH_OUT,1631640.02,1631640.02,0.0,1
TRANSFER,466359.63,466359.63,0.0,1
CASH_OUT,69568.06,26764.74,0.0,0
TRANSFER,126061.45,126061.45,0.0,1
CASH_IN,257390.6,107041.0,364431.6,0
CASH_OUT,107363.54,107363.54,0.0,1
CASH_OUT,10000000.0,10000000.0,0.0,1
CASH_OUT,86346.48,0.0,0.0,0
TRANSFER,3864609.52,3864609.52,0.0,1
PAYMENT,3165.87,0.0,0.0,0
CASH_IN,105402.77,90021.0,195423.77,0
TRANSFER,12619.29,12619.29,0.0,1
TRANSFER,36267.62,36267.62,0.0,1
CASH_OUT,49273.95,31474.0,0.0,0
CASH_OUT,3351304.78,3351304.78,0.0,1
CASH_IN,123918.07,22043697.75,22167615.83,0
TRANSFER,76642.85,76642.85,0.0,1
CASH_OUT,71439.81,71439.81,0.0,1
TRANSFER,1534985.07,1534985.07,0.0,1
TRANSFER,652782.54,652782.54,0.0,1
TRANSFER,98634.75,98634.75,0.0,1
CASH_OUT,432958.83,432958.83,0.0,1
CASH_OUT,62954.12,9628.0,0.0,0
TRANSFER,181686.25,14449.0,0.0,0
CASH_OUT,776303.43,776303.43,0.0,1
TRANSFER,1170213.18,1170213.18,0.0,1
TRANSFER,4111121.57,0.0,0.0,0
CASH_OUT,124751.52,71105.0,0.0,0
PAYMENT,3178.38,119675.3,116496.93,0
TRANSFER,136245.39,136245.39,0.0,1
TRANSFER,145035.4,145035.4,0.0,1
CASH_OUT,7887.75,7887.75,0.0,1
CASH_OUT,96286.54,96286.54,0.0,1
TRANSFER,2246118.53,2246118.53,0.0,1
PAYMENT,6785.75,186820.67,180034.92,0
CASH_IN,217159.73,5245683.73,5462843.46,0
TRANSFER,171935.25,171935.25,0.0,1
CASH_IN,67573.91,16990.0,84563.91,0
CASH_OUT,146153.93,3079.0,0.0,0
CASH_OUT,25854.11,0.0,0.0,0
CASH_OUT,394914.36,204652.77,0.0,0
CASH_OUT,126873.49,218263.0,91389.51,0
CASH_OUT,118245.54,9064.0,0.0,0
TRANSFER,461255.26,461255.26,0.0,1
CASH_OUT,658621.59,336484.2,0.0,0
PAYMENT,8576.87,0.0,0.0,0
TRANSFER,591032.52,591032.52,0.0,1
CASH_OUT,2395.29,2395.29,0.0,1
CASH_OUT,28574.64,156986.46,128411.81,0
TRANSFER,5363594.86,5363594.86,0.0,1
CASH_OUT,322991.82,322991.82,0.0,1
CASH_IN,88966.39,31403.0,120369.39,0
PAYMENT,11358.04,0.0,0.0,0
TRANSFER,171623.1,171623.1,0.0,1
TRANSFER,71666.93,71666.93,0.0,1
CASH_OUT,291606.81,149902.0,0.0,0
PAYMENT,15050.8,10359.0,0.0,0
PAYMENT,14462.19,154784.0,140321.81,0
TRANSFER,10000000.0,25494862.93,15494862.93,1
PAYMENT,38524.21,0.0,0.0,0
CASH_OUT,2131624.18,2131624.18,0.0,1
CASH_OUT,32405.28,80571.0,48165.72,0
CASH_OUT,5838803.23,5838803.23,0.0,1
TRANSFER,1938347.14,1938347.14,0.0,1
TRANSFER,513082.74,513082.74,0.0,1
TRANSFER,447474.67,447474.67,0.0,1
PAYMENT,12274.77,107040.0,94765.23,0
CASH_OUT,1309940.05,1309940.05,0.0,1
PAYMENT,1763.69,14427.44,12663.75,0
CASH_OUT,164296.85,164296.85,0.0,1
CASH_OUT,50722.16,50722.16,0.0,1
CASH_OUT,10000000.0,10000000.0,0.0,1
PAYMENT,8594.76,0.0,0.0,0
CASH_OUT,1454356.81,1454356.81,0.0,1
CASH_OUT,114864.37,114864.37,0.0,1
CASH_OUT,96378.58,407187.0,310808.42,0
TRANSFER,2719.66,2719.66,0.0,1
CASH_OUT,5566368.02,5566368.02,0.0,1
CASH_OUT,202829.54,8461.0,0.0,0
TRANSFER,1538511.25,11992.0,0.0,0
CASH_OUT,137911.69,633.0,0.0,0
TRANSFER,781815.45,80007.0,0.0,0
PAYMENT,18049.96,52032.0,33982.04,0
PAYMENT,3820.99,0.0,0.0,0
CASH_IN,211765.24,141111.0,352876.24,0
TRANSFER,31571.02,31342.0,0.0,0
CASH_IN,54649.67,123684.0,178333.67,0
TRANSFER,1346100.57,0.0,0.0,0
CASH_OUT,92879.23,0.0,0.0,0
CASH_OUT,213040.04,0.0,0.0,0
CASH_OUT,173206.12,118055.0,0.0,0
CASH_OUT,475315.61,475315.61,0.0,1
CASH_OUT,3477438.49,3477438.49,0.0,1
CASH_OUT,125107.12,125107.12,0.0,1
CASH_IN,51220.07,122879.0,174099.07,0
TRANSFER,59677.48,59677.48,0.0,1
TRANSFER,978261.98,978261.98,0.0,1
TRANSFER,6515.64,6515.64,0.0,1
TRANSFER,264949.69,264949.69,0.0,1
CASH_OUT,762782.66,762782.66,0.0,1
TRANSFER,493538.8,493538.8,0.0,1
CASH_OUT,119454.86,119454.86,0.0,1
CASH_IN,388816.19,15455.0,404271.19,0
TRANSFER,134623.95,134623.95,0.0,1
CASH_OUT,321343.73,20928.0,0.0,0
TRANSFER,74447.11,74447.11,0.0,1
PAYMENT,11871.95,91303.0,79431.05,0
CASH_IN,202272.01,21687844.17,21890116.18,0
TRANSFER,26017.26,50449.0,24431.74,0
PAYMENT,17726.16,10362.0,0.0,0
TRANSFER,1388951.5,1388951.5,0.0,1
PAYMENT,11402.55,204661.0,193258.45,0
CASH_IN,208531.06,4454770.69,4663301.75,0
CASH_OUT,2352524.18,2352524.18,0.0,1
TRANSFER,24773.86,24773.86,0.0,1
PAYMENT,36993.61,9278.0,0.0,0
CASH_OUT,4262592.28,4262592.28,0.0,1
TRANSFER,274306.2,30812.0,0.0,0
TRANSFER,4919642.57,4919642.57,0.0,1
PAYMENT,4618.0,22773.0,18155.0,0
PAYMENT,62983.63,312177.99,249194.37,0
CASH_OUT,1158396.74,1158396.74,0.0,1
